source_signature,row_count,taxonomy_group,source_resolution_level,bacdive_status_original,bacdive_status_closure,bacdive_covered_main,bacdive_covered_conservative,bacdive_exact_hard,metatraits_covered,overlap_bin_main,overlap_bin_conservative
taxon:39775|organism:methylomicrobium album (methylobacter albus),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:410|organism:methylobacterium organophilum,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:280|organism:xanthobacter autotrophicus,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:176275|organism:beauveria bassiana (white muscardine disease fungus) (tritirachium shiotae),2,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:5507|organism:fusarium oxysporum (fusarium vascular wilt),11,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:1550|organism:clostridium subterminale,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1498|organism:hathewaya histolytica (clostridium histolyticum),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:53336|organism:tatumella citrea (pantoea citrea),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002219,5,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:391|organism:rhizobium sp,4,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:68170|organism:lentzea aerocolonigenes (lechevalieria aerocolonigenes) (saccharothrix aerocolonigenes),7,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:4921|organism:candida norvegensis (yeast) (candida mycoderma),2,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:58172|organism:paenibacillus sp,2,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:648|organism:aeromonas caviae (aeromonas punctata),2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:34026|organism:neisseria flava,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:33053|organism:neisseria perflava,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:490|organism:neisseria sicca,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:28449|organism:neisseria subflava,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:495|organism:neisseria elongata,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:103796|organism:pseudomonas syringae pv. actinidiae,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:29518|organism:borreliella afzelii (borrelia afzelii),2,target_bacteria,taxon_organism,bacdive_species_candidate_unvalidated,bacdive_species_taxid_or_synonym_match,True,False,False,True,both_covered,metatraits_only
taxon:728|organism:avibacterium paragallinarum (haemophilus gallinarum),3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1341|organism:streptococcus ratti,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:512|organism:alcaligenes sp,5,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:34003|organism:paracoccus aminophilus,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:585|organism:proteus vulgaris,5,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001377,39,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:2094|organism:mycoplasmopsis arginini (mycoplasma arginini),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:57174|organism:caldococcus noboribetus,1,target_archaea,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:1053|organism:halorhodospira halophila (ectothiorhodospira halophila),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:272943|organism:cereibacter sphaeroides (strain atcc 17023 / dsm 158 / jcm 6121 / ccug 31486 / lmg 2827 / nbrc 12203 / ncimb 8253 / ath 2.4.1.) (rhodobacter sphaeroides),1,target_bacteria,taxon_organism,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:29883|organism:laccaria bicolor (bicoloured deceiver) (laccaria laccata var. bicolor),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:5466|organism:colletotrichum trifolii,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:1223|organism:prochlorothrix hollandica,4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:1202|organism:leptolyngbya ectocarpi (phormidium ectocarpi),2,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:1292|organism:staphylococcus warneri,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001522,1,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:27973|organism:encephalitozoon hellem (microsporidian parasite),2,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:37692|organism:apple proliferation phytoplasma,2,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
taxon:783|organism:rickettsia rickettsii,4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:35793|organism:rickettsia sibirica,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:24|organism:shewanella putrefaciens (pseudomonas putrefaciens),3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:33991|organism:rickettsia montanensis,5,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:979|organism:cellulophaga lytica (cytophaga lytica),3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:249|organism:terrimonas ferruginea (flavobacterium ferrugineum),2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:2352|organism:flexistipes sinusarabici,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:364030|organism:thiomonas delicata (thiomonas cuprina),2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:1703|organism:brevibacterium linens,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:35762|organism:planobispora rosea,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:53446|organism:streptomyces cinnamoneus (streptoverticillium cinnamoneum),2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:42684|organism:streptomyces collinus,9,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1303|organism:streptococcus oralis,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:2423|organism:fervidobacterium islandicum,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:118562|organism:limnospira platensis (arthrospira platensis),5,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:159|organism:brachyspira hyodysenteriae (treponema hyodysenteriae),2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:2264|organism:thermococcus celer,2,target_archaea,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:2275|organism:desulfurococcus mucosus (desulfurococcus mobilis),2,target_archaea,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:2102|organism:mycoplasma mycoides,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1430|organism:bacillus thuringiensis subsp. israelensis,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000217768,18,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:38314|organism:streptomyces nogalater,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1520|organism:clostridium beijerinckii (clostridium mp),2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:38294|organism:photobacterium damsela subsp. piscicida (pasteurella piscicida),7,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:5082|organism:penicillium roqueforti,3,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:145261|organism:methanothermobacter wolfeii (methanobacterium wolfei),2,target_archaea,taxon_organism,bacdive_species_candidate_unvalidated,bacdive_species_taxid_or_synonym_match,True,False,False,False,bacdive_only,neither
proteome:UP000198521,4,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,False,bacdive_only,bacdive_only
taxon:28448|organism:komagataeibacter xylinus (gluconacetobacter xylinus),4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1313|organism:streptococcus pneumoniae,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:4927|organism:wickerhamomyces anomalus (yeast) (hansenula anomala),3,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:587|organism:providencia rettgeri,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:644107|organism:ruegeria lacuscaerulensis (strain dsm 11314 / kctc 2953 / iti-1157) (silicibacter lacuscaerulensis),1,target_bacteria,taxon_organism,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:34058|organism:methylobacter marinus,3,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
taxon:1279365|organism:bacillus thuringiensis serovar kurstaki (strain atcc 35866 / nrrl b-4488 / hd73),6,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:510516|organism:aspergillus oryzae (strain atcc 42149 / rib 40) (yellow koji mold),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:28039|organism:lactobacillus leichmannii,2,target_bacteria,taxon_organism,bacdive_species_taxid_or_synonym_match,bacdive_species_taxid_or_synonym_match,True,False,False,True,both_covered,metatraits_only
taxon:145262|organism:methanothermobacter thermautotrophicus (methanobacterium thermoformicicum),1,target_archaea,taxon_organism,bacdive_species_candidate_unvalidated,bacdive_species_taxid_or_synonym_match,True,False,False,False,bacdive_only,neither
taxon:98228|organism:bacillus sp. (strain oxb-1),2,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000003042,1,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:749527|organism:escherichia coli (strain ms 21-1),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002734,4,target_bacteria,proteome,bacdive_species_candidate_unvalidated,bacdive_species_candidate_unvalidated,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000008851,1,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:591157|organism:streptomyces sp. (strain spb78),1,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:54076|organism:thermococcus zilligii,1,target_archaea,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:712898|organism:pantoea vagans (strain c9-1) (pantoea agglomerans (strain c9-1)),5,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:561231|organism:pectobacterium parmentieri (strain wpp163) (pectobacterium wasabiae (strain wpp163)),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001446,1,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000006872,2,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000002484,1,target_bacteria,proteome,bacdive_species_candidate_unvalidated,bacdive_species_taxid_or_synonym_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000006876,1,target_bacteria,proteome,bacdive_species_candidate_unvalidated,bacdive_species_candidate_unvalidated,False,False,False,True,metatraits_only,metatraits_only
taxon:1556|organism:clostridium acidurici (gottschalkia acidurici),1,target_bacteria,taxon_organism,bacdive_species_candidate_unvalidated,bacdive_species_taxid_or_synonym_match,True,False,False,True,both_covered,metatraits_only
taxon:1495|organism:clostridium cylindrosporum,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1731|organism:peptoclostridium acidaminophilum (eubacterium acidaminophilum),5,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:565042|organism:bifidobacterium longum subsp. longum (strain atcc 15707 / dsm 20219 / jcm 1217 / nctc 11818 / e194b),5,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000095358,3,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000189513,3,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:983966|organism:cyberlindnera jadinii (strain atcc 18201 / cbs 1600 / bcrc 20928 / jcm 3617 / nbrc 0987 / nrrl y-1542) (torula yeast) (candida utilis),3,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000006790,3,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000065495,3,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000094112,3,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000323483,4,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:49338|organism:desulfitobacterium hafniense (desulfitobacterium frappieri),8,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:871738|organism:dehalobacter restrictus (strain dsm 9455 / per-k23),4,target_bacteria,taxon_organism,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:850|organism:fusobacterium mortiferum,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:63400|organism:arthroderma benhamiae (trichophyton mentagrophytes),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:1960|organism:streptomyces vinaceus,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:518|organism:bordetella bronchiseptica (alcaligenes bronchisepticus),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000234585,7,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:29485|organism:yersinia rohdei,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:33060|organism:yersinia mollaretii,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:29484|organism:yersinia frederiksenii,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:634|organism:yersinia bercovieri,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:29483|organism:yersinia aldovae,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:670|organism:vibrio parahaemolyticus,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1655|organism:actinomyces naeslundii,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:59931|organism:synechococcus sp. (strain wh7805),2,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:85581|organism:photobacterium damselae subsp. damselae (listonella damsela),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:217|organism:helicobacter mustelae,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:35817|organism:helicobacter heilmannii,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:56877|organism:helicobacter bizzozeronii,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:201|organism:campylobacter lari,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000007934,2,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000254519,1,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:1046629|organism:streptococcus salivarius (strain 57.i),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:2130|organism:ureaplasma urealyticum (ureaplasma urealyticum biotype 2),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1393|organism:brevibacillus brevis (bacillus brevis),2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1332765|organism:glaciozyma antarctica (strain pi12) (antarctic psychrophilic yeast) (leucosporidium antarcticum),2,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:1058|organism:thiocapsa roseopersicina,4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1033177|organism:aspergillus kawachii (strain nbrc 4308) (white koji mold) (aspergillus awamori var. kawachi),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000007115,1,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:717982|organism:auricularia subglabra (strain tfb-10046 / ss5) (white-rot fungus) (auricularia delicata (strain tfb10046)),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:5270|organism:mycosarcoma maydis (corn smut fungus) (ustilago maydis),4,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:42236|organism:streptomyces diastatochromogenes,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000003824,1,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:1752|organism:propionibacterium freudenreichii subsp. shermanii,4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1946|organism:streptomyces kasugaensis,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1581|organism:lentilactobacillus buchneri (lactobacillus buchneri),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:54291|organism:raoultella ornithinolytica (klebsiella ornithinolytica),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:882102|organism:vibrio anguillarum (strain atcc 68554 / 775) (listonella anguillarum),2,target_bacteria,taxon_organism,bacdive_species_candidate_unvalidated,bacdive_species_candidate_unvalidated,False,False,False,True,metatraits_only,metatraits_only
taxon:1859699|organism:albifimbria verrucaria (myrothecium leaf spot and pod blight fungus) (myrothecium verrucaria),2,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000002215,4,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,False,bacdive_only,bacdive_only
proteome:UP000001303,1,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000000960,1,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:352475|organism:shinella zoogloeoides (crabtreella saccharophila),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:13725|organism:thiocystis violacea,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1429090|organism:saccharomyces pastorianus (strain atcc 76670 / carlsberg bottom yeast no.2 / cbs 1503 / clib 180 / nbrc 10610 / nrrl y-1525) (saaz-type lager yeast) (saccharomyces monacensis),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:2223|organism:methanothrix soehngenii (methanosaeta concilii),2,target_archaea,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:68270|organism:streptomyces spectabilis,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000276,2,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:5143|organism:neurospora africana,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:41170|organism:exiguobacterium acetylicum (brevibacterium acetylicum),4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
proteome:UP000044098,1,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000022141,1,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000006073,1,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,False,bacdive_only,bacdive_only
taxon:29486|organism:yersinia ruckeri,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
